drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,KIRC,curvature,0,LinearSVM,0.496,0.40476190476190477,0.5333333333333333,7,23,2,10
Atezo,KIRC,curvature,1,LinearSVM,0.552,0.40476190476190477,0.5083333333333333,8,22,3,9
Atezo,KIRC,curvature,2,LinearSVM,0.472,0.47619047619047616,0.5833333333333334,10,20,2,10
Atezo,KIRC,weights,0,LinearSVM,1.0,0.4523809523809524,0.36666666666666664,17,13,10,2
Atezo,KIRC,weights,1,LinearSVM,0.984,0.5238095238095238,0.4666666666666667,18,12,8,4
Atezo,KIRC,weights,2,LinearSVM,1.0,0.6666666666666666,0.5916666666666667,23,7,7,5
Atezo,KIRC,expression,0,LinearSVM,0.96,0.5714285714285714,0.55,18,12,6,6
Atezo,KIRC,expression,1,LinearSVM,0.968,0.5476190476190477,0.4833333333333333,19,11,8,4
Atezo,KIRC,expression,2,LinearSVM,1.0,0.5,0.39999999999999997,19,11,10,2
Atezo,KIRC,curvature,0,RBF_SVM,0.976,0.7380952380952381,0.5416666666666666,30,0,11,1
Atezo,KIRC,curvature,1,RBF_SVM,0.984,0.6666666666666666,0.4916666666666667,27,3,11,1
Atezo,KIRC,curvature,2,RBF_SVM,0.976,0.6904761904761905,0.48333333333333334,29,1,12,0
Atezo,KIRC,weights,0,RBF_SVM,0.864,0.5952380952380952,0.5416666666666666,20,10,7,5
Atezo,KIRC,weights,1,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,2,RBF_SVM,0.88,0.6428571428571429,0.525,24,6,9,3
Atezo,KIRC,expression,0,RBF_SVM,0.984,0.5952380952380952,0.4416666666666667,24,6,11,1
Atezo,KIRC,expression,1,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,2,RBF_SVM,0.992,0.6666666666666666,0.5666666666666667,24,6,8,4
