drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,curvature,0,LinearSVM,0.6547085201793722,0.5333333333333333,0.511156186612576,32,26,9,8
Atezo,BLCA,curvature,1,LinearSVM,0.6367713004484304,0.5866666666666667,0.5664300202839756,35,23,8,9
Atezo,BLCA,curvature,2,LinearSVM,0.5829596412556054,0.4266666666666667,0.37981744421906694,27,31,12,5
Atezo,BLCA,weights,0,LinearSVM,1.0,0.7333333333333333,0.6404665314401623,47,11,9,8
Atezo,BLCA,weights,1,LinearSVM,1.0,0.6533333333333333,0.526369168356998,44,14,12,5
Atezo,BLCA,weights,2,LinearSVM,1.0,0.5866666666666667,0.462474645030426,40,18,13,4
Atezo,BLCA,expression,0,LinearSVM,1.0,0.64,0.4969574036511156,44,14,13,4
Atezo,BLCA,expression,1,LinearSVM,1.0,0.6933333333333334,0.5522312373225152,47,11,12,5
Atezo,BLCA,expression,2,LinearSVM,0.9820627802690582,0.6133333333333333,0.5005070993914807,41,17,12,5
Atezo,BLCA,curvature,0,RBF_SVM,0.9820627802690582,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,1,RBF_SVM,0.9551569506726457,0.6266666666666667,0.4259634888438134,46,12,16,1
Atezo,BLCA,curvature,2,RBF_SVM,0.9865470852017937,0.7466666666666667,0.5035496957403651,55,3,16,1
Atezo,BLCA,weights,0,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,1,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,2,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,0,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,1,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,2,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
