drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Nivo,SKCM,curvature,0,LinearSVM,0.5308641975308642,0.5357142857142857,0.5701754385964912,9,10,3,6
Nivo,SKCM,curvature,1,LinearSVM,0.6790123456790124,0.6071428571428571,0.5935672514619883,12,7,4,5
Nivo,SKCM,curvature,2,LinearSVM,0.6296296296296297,0.5,0.4853801169590643,10,9,5,4
Nivo,SKCM,weights,0,LinearSVM,1.0,0.6785714285714286,0.587719298245614,16,3,6,3
Nivo,SKCM,weights,1,LinearSVM,1.0,0.5,0.45614035087719296,11,8,6,3
Nivo,SKCM,weights,2,LinearSVM,1.0,0.6785714285714286,0.6169590643274854,15,4,5,4
Nivo,SKCM,expression,0,LinearSVM,1.0,0.6428571428571429,0.5321637426900585,16,3,7,2
Nivo,SKCM,expression,1,LinearSVM,1.0,0.5,0.45614035087719296,11,8,6,3
Nivo,SKCM,expression,2,LinearSVM,1.0,0.6428571428571429,0.5029239766081871,17,2,8,1
Nivo,SKCM,curvature,0,RBF_SVM,0.8641975308641975,0.75,0.6988304093567251,16,3,4,5
Nivo,SKCM,curvature,1,RBF_SVM,0.9382716049382716,0.75,0.6695906432748537,17,2,5,4
Nivo,SKCM,curvature,2,RBF_SVM,0.8395061728395061,0.6785714285714286,0.6169590643274854,15,4,5,4
Nivo,SKCM,weights,0,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
Nivo,SKCM,weights,1,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
Nivo,SKCM,weights,2,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
Nivo,SKCM,expression,0,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
Nivo,SKCM,expression,1,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
Nivo,SKCM,expression,2,RBF_SVM,1.0,0.6785714285714286,0.5,19,0,9,0
